DATE,PSTAT,U,RR1,DRR1,FF,T,N,NBAS,CL,CM,CH,N1,N2,N3,N4,UV_INDICE,name_station
2021121811,"1028,7",65.0,"0,0",0.0,"1,9","14,4",,0.0,,,,,,,,,Ajaccio
2021121812,"1028,2",68.0,"0,0",0.0,"2,3","14,5",,0.0,,,,,,,,,Ajaccio
2021121813,"1028,0",69.0,"0,0",0.0,"2,9","15,2",,0.0,,,,,,,,,Ajaccio
2021121814,"1028,0",67.0,"0,0",0.0,"2,5","15,3",,0.0,,,,,,,,,Ajaccio
2021121815,"1028,1",71.0,"0,0",0.0,"2,1","14,9",,0.0,,,,,,,,,Ajaccio
2021121816,"1028,3",80.0,"0,0",0.0,"0,9","12,5",,0.0,,,,,,,,,Ajaccio
2021121817,"1028,3",89.0,"0,0",0.0,"2,5","9,9",,0.0,,,,,,,,,Ajaccio
2021121818,"1028,5",90.0,"0,0",0.0,"3,1","8,5",,0.0,,,,,,,,,Ajaccio
2021121819,"1028,7",86.0,"0,0",0.0,"2,6","7,8",,0.0,,,,,,,,,Ajaccio
2021121820,"1028,9",90.0,"0,0",0.0,"2,6","6,8",,0.0,,,,,,,,,Ajaccio
2021121821,"1029,2",92.0,"0,0",0.0,"4,2","5,6",,0.0,,,,,,,,,Ajaccio
2021121822,"1029,3",90.0,"0,0",0.0,"3,5","5,7",,0.0,,,,,,,,,Ajaccio
2021121823,"1029,0",86.0,"0,0",0.0,"3,7","5,4",,0.0,,,,,,,,,Ajaccio
2021121900,"1028,7",87.0,"0,0",0.0,"4,4","5,4",,0.0,,,,,,,,,Ajaccio
2021121901,"1028,3",84.0,"0,0",0.0,"4,5","5,5",,0.0,,,,,,,,,Ajaccio
2021121902,"1027,9",85.0,"0,0",0.0,"3,7","4,9",,0.0,,,,,,,,,Ajaccio
2021121903,"1027,7",84.0,"0,0",0.0,"3,9","4,9",,0.0,,,,,,,,,Ajaccio
2021121904,"1027,2",81.0,"0,0",0.0,"3,6","4,6",,0.0,,,,,,,,,Ajaccio
2021121905,"1027,0",84.0,"0,0",0.0,"3,7","3,9",,0.0,,,,,,,,,Ajaccio
2021121906,"1026,7",83.0,"0,0",0.0,"4,2","3,5",,0.0,,,,,,,,,Ajaccio
2021121907,"1026,4",78.0,"0,0",0.0,"3,0","4,4",,0.0,,,,,,,,,Ajaccio
2021121908,"1026,3",74.0,"0,0",0.0,"3,4","5,2",,0.0,,,,,,,,,Ajaccio
2021121909,"1026,2",69.0,"0,0",0.0,"2,5","8,1",,0.0,,,,,,,,,Ajaccio
2021121910,"1026,2",63.0,"0,0",0.0,"2,0","11,6",,0.0,,,,,,,,,Ajaccio
2021121911,"1025,4",53.0,"0,0",0.0,"1,2","14,9",,0.0,,,,,,,,,Ajaccio
2021121912,"1024,6",62.0,"0,0",0.0,"2,3","15,1",,0.0,,,,,,,,,Ajaccio
2021121913,"1023,8",68.0,"0,0",0.0,"2,9","15,1",,0.0,,,,,,,,,Ajaccio
2021121914,"1023,3",70.0,"0,0",0.0,"2,6","15,1",,0.0,,,,,,,,,Ajaccio
2021121915,"1023,0",69.0,"0,0",0.0,"1,4","15,1",,0.0,,,,,,,,,Ajaccio
2021121916,"1022,8",78.0,"0,0",0.0,"2,6","12,5",,0.0,,,,,,,,,Ajaccio
2021121917,"1022,6",83.0,"0,0",0.0,"2,2","10,0",,0.0,,,,,,,,,Ajaccio
2021121918,"1022,8",88.0,"0,0",0.0,"2,7","8,2",,1.0,,,,1.0,,,,,Ajaccio
2021121919,"1022,8",88.0,"0,0",0.0,"3,3","7,3",,2.0,,,,2.0,,,,,Ajaccio
2021121920,"1022,5",89.0,"0,0",0.0,"2,9","6,8",,5.0,,,,5.0,,,,,Ajaccio
2021121921,"1022,4",87.0,"0,0",0.0,"2,8","6,5",7.0,7.0,,,,7.0,,,,,Ajaccio
2021121922,"1022,5",88.0,"0,0",0.0,"3,6","5,5",,0.0,,,,,,,,,Ajaccio
2021121923,"1022,2",88.0,"0,0",0.0,"4,0","5,2",,0.0,,,,,,,,,Ajaccio
2021122000,"1022,0",88.0,"0,0",0.0,"4,6","4,9",,0.0,,,,,,,,,Ajaccio
2021122001,"1021,4",87.0,"0,0",0.0,"4,7","4,7",,0.0,,,,,,,,,Ajaccio
2021122002,"1021,0",87.0,"0,0",0.0,"3,8","4,1",,0.0,,,,,,,,,Ajaccio
2021122003,"1020,5",84.0,"0,0",0.0,"3,1","4,1",,0.0,,,,,,,,,Ajaccio
2021122004,"1020,1",86.0,"0,0",0.0,"3,6","3,6",,0.0,,,,,,,,,Ajaccio
2021122005,"1020,0",84.0,"0,0",0.0,"4,2","3,9",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122006,"1019,9",80.0,"0,0",0.0,"3,9","4,3",7.0,7.0,,,,7.0,,,,,Ajaccio
2021122007,"1019,9",81.0,"0,0",0.0,"3,8","4,4",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122008,"1019,8",77.0,"0,0",0.0,"3,8","6,1",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122009,"1020,0",76.0,"0,0",0.0,"3,7","7,4",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122010,"1019,8",67.0,"0,0",0.0,"1,3","11,4",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122011,"1019,4",66.0,"0,0",0.0,"1,7","12,3",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122012,"1019,1",65.0,"0,0",0.0,"1,5","12,8",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122013,"1018,5",69.0,"0,0",0.0,"1,0","13,2",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122014,"1018,3",67.0,"0,0",0.0,"1,0","13,1",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122015,"1018,5",69.0,"0,0",0.0,"0,7","12,7",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122016,"1018,6",74.0,"0,0",0.0,"0,8","11,8",8.0,7.0,,,,7.0,8.0,,,,Ajaccio
2021122017,"1018,7",76.0,"0,0",0.0,"1,5","11,6",8.0,2.0,,,,2.0,8.0,,,,Ajaccio
2021122018,"1018,9",81.0,"0,0",0.0,"1,4","10,7",8.0,8.0,,,,6.0,8.0,,,,Ajaccio
2021122019,"1019,1",82.0,"0,0",0.0,"1,6","10,1",7.0,3.0,,,,3.0,7.0,,,,Ajaccio
2021122020,"1019,2",84.0,"0,0",0.0,"2,6","9,2",,3.0,,,,3.0,,,,,Ajaccio
2021122021,"1019,3",87.0,"0,0",0.0,"2,2","7,6",,5.0,,,,5.0,,,,,Ajaccio
2021122022,"1019,6",88.0,"0,0",0.0,"3,6","6,8",,0.0,,,,,,,,,Ajaccio
2021122023,"1020,1",88.0,"0,0",0.0,"3,9","5,6",,0.0,,,,,,,,,Ajaccio
2021122100,"1020,1",86.0,"0,0",0.0,"4,1","6,0",6.0,6.0,,,,6.0,,,,,Ajaccio
2021122101,"1020,0",83.0,"0,0",0.0,"4,6","6,2",,3.0,,,,1.0,3.0,,,,Ajaccio
2021122102,"1020,1",81.0,"0,0",0.0,"4,2","6,5",7.0,5.0,,,,5.0,7.0,,,,Ajaccio
2021122103,"1019,9",79.0,"0,0",0.0,"3,8","6,9",7.0,6.0,,,,6.0,7.0,,,,Ajaccio
2021122104,"1019,7",82.0,"0,0",0.0,"3,8","6,2",,2.0,,,,2.0,,,,,Ajaccio
2021122105,"1020,1",82.0,"0,0",0.0,"4,0","5,8",,0.0,,,,,,,,,Ajaccio
2021122106,"1020,4",86.0,"0,0",0.0,"2,9","4,7",,0.0,,,,,,,,,Ajaccio
2021122107,"1020,7",85.0,"0,0",0.0,"4,1","5,1",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122108,"1021,3",82.0,"0,0",0.0,"4,0","6,3",,0.0,,,,,,,,,Ajaccio
2021122109,"1021,4",76.0,"0,0",0.0,"3,8","9,4",,2.0,,,,2.0,,,,,Ajaccio
2021122110,"1021,1",66.0,"0,0",0.0,"2,3","11,7",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122111,"1020,8",61.0,"0,0",0.0,"1,4","13,7",6.0,6.0,,,,1.0,6.0,,,,Ajaccio
2021122112,"1020,2",69.0,"0,0",0.0,"2,2","13,7",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122113,"1019,8",70.0,"0,0",0.0,"2,0","13,8",8.0,8.0,,,,2.0,8.0,,,,Ajaccio
2021122114,"1019,6",69.0,"0,0",0.0,"1,8","13,5",8.0,3.0,,,,3.0,8.0,,,,Ajaccio
2021122115,"1019,5",71.0,"0,0",0.0,"1,0","13,2",8.0,8.0,,,,5.0,8.0,,,,Ajaccio
2021122116,"1019,7",75.0,"0,0",0.0,"1,4","12,5",8.0,5.0,,,,5.0,8.0,,,,Ajaccio
2021122117,"1019,7",81.0,"0,0",0.0,"2,4","11,2",6.0,6.0,,,,6.0,,,,,Ajaccio
2021122118,"1019,6",81.0,"0,0",0.0,"2,4","10,9",8.0,8.0,,,,6.0,6.0,8.0,,,Ajaccio
2021122119,"1020,1",84.0,"0,4",31.0,"1,7","10,8",8.0,6.0,,,,5.0,6.0,7.0,,,Ajaccio
2021122120,"1020,2",91.0,"0,2",25.0,"1,6","9,7",8.0,4.0,,,,4.0,4.0,8.0,,,Ajaccio
2021122121,"1020,2",92.0,"0,0",0.0,"3,5","9,1",,3.0,,,,1.0,3.0,,,,Ajaccio
2021122122,"1020,3",92.0,"0,0",0.0,"3,5","8,7",6.0,4.0,,,,4.0,6.0,,,,Ajaccio
2021122123,"1020,2",92.0,"0,2",0.0,"3,4","8,6",,5.0,,,,5.0,,,,,Ajaccio
2021122200,"1020,1",93.0,"0,0",0.0,"3,3","8,5",7.0,2.0,,,,2.0,7.0,,,,Ajaccio
2021122201,"1019,8",91.0,"0,0",0.0,"2,6","8,2",6.0,6.0,,,,6.0,,,,,Ajaccio
2021122202,"1019,9",93.0,"0,0",0.0,"2,5","8,2",8.0,7.0,,,,7.0,8.0,,,,Ajaccio
2021122203,"1019,7",93.0,"0,0",0.0,"2,4","7,9",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122204,"1019,6",94.0,"0,0",0.0,"2,2","8,0",8.0,6.0,,,,6.0,8.0,,,,Ajaccio
2021122205,"1019,6",90.0,"0,0",0.0,"3,5","8,9",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122206,"1019,7",90.0,"0,0",0.0,"3,1","9,1",8.0,7.0,,,,7.0,8.0,,,,Ajaccio
2021122207,"1020,0",88.0,"0,0",0.0,"2,4","9,3",8.0,8.0,,,,4.0,8.0,,,,Ajaccio
2021122208,"1020,3",89.0,"0,0",0.0,"3,4","9,6",,4.0,,,,4.0,,,,,Ajaccio
2021122209,"1021,0",76.0,"0,0",0.0,"1,3","12,3",,0.0,,,,,,,,,Ajaccio
2021122210,"1021,3",63.0,"0,0",0.0,"0,7","14,7",,0.0,,,,,,,,,Ajaccio
2021122211,"1020,9",73.0,"0,0",0.0,"2,0","14,9",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122212,"1020,6",68.0,"0,0",0.0,"1,1","14,8",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122213,"1020,4",70.0,"0,0",0.0,"1,8","15,4",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122214,"1020,5",74.0,"0,0",0.0,"3,8","14,3",6.0,6.0,,,,6.0,,,,,Ajaccio
2021122215,"1020,7",76.0,"0,0",0.0,"2,5","14,5",6.0,6.0,,,,6.0,,,,,Ajaccio
2021122216,"1021,0",80.0,"0,0",0.0,"1,2","12,7",,4.0,,,,4.0,,,,,Ajaccio
2021122217,"1021,6",89.0,"0,0",0.0,"1,8","11,2",,2.0,,,,2.0,5.0,,,,Ajaccio
2021122218,"1021,9",88.0,"0,0",0.0,"2,5","10,3",7.0,1.0,,,,1.0,7.0,,,,Ajaccio
2021122219,"1022,1",89.0,"0,0",0.0,"3,0","9,2",,2.0,,,,2.0,,,,,Ajaccio
2021122220,"1022,3",88.0,"0,0",0.0,"3,3","8,9",,4.0,,,,4.0,,,,,Ajaccio
2021122221,"1022,5",88.0,"0,0",0.0,"2,8","8,0",7.0,7.0,,,,7.0,,,,,Ajaccio
2021122222,"1022,6",86.0,"0,0",0.0,"3,2","8,1",,5.0,,,,5.0,,,,,Ajaccio
2021122223,"1022,8",88.0,"0,0",0.0,"3,4","7,3",,5.0,,,,5.0,,,,,Ajaccio
2021122300,"1022,5",86.0,"0,0",0.0,"3,6","7,5",7.0,7.0,,,,7.0,,,,,Ajaccio
2021122301,"1022,4",85.0,"0,0",0.0,"3,7","7,7",8.0,6.0,,,,6.0,8.0,,,,Ajaccio
2021122302,"1022,3",79.0,"0,0",0.0,"3,6","8,2",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122303,"1022,0",79.0,"0,0",0.0,"3,6","8,5",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122304,"1021,8",79.0,"0,0",0.0,"3,2","8,6",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122305,"1021,8",79.0,"0,0",0.0,"2,7","8,5",7.0,7.0,,,,7.0,,,,,Ajaccio
2021122306,"1022,1",82.0,"0,0",0.0,"2,5","8,1",8.0,6.0,,,,6.0,8.0,,,,Ajaccio
2021122307,"1022,2",90.0,"0,0",0.0,"2,9","7,2",,5.0,,,,5.0,,,,,Ajaccio
2021122308,"1022,5",87.0,"0,0",0.0,"3,2","8,0",,3.0,,,,3.0,,,,,Ajaccio
2021122309,"1022,5",80.0,"0,0",0.0,"2,8","10,5",7.0,1.0,,,,1.0,7.0,,,,Ajaccio
2021122310,"1022,3",74.0,"0,0",0.0,"1,6","12,9",6.0,5.0,,,,5.0,5.0,6.0,,,Ajaccio
2021122311,"1022,0",66.0,"0,0",0.0,"1,6","13,6",7.0,7.0,,,,2.0,7.0,,,,Ajaccio
2021122312,"1021,3",66.0,"0,0",0.0,"0,9","14,3",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2021122313,"1021,0",63.0,"0,0",0.0,"0,9","15,4",8.0,7.0,,,,6.0,7.0,8.0,,,Ajaccio
2021122314,"1020,8",66.0,"0,0",0.0,"0,6","14,7",8.0,3.0,,,,3.0,3.0,5.0,,,Ajaccio
2021122315,"1020,8",79.0,"0,2",15.0,"1,0","13,4",8.0,8.0,,,,1.0,7.0,8.0,,,Ajaccio
2021122316,"1020,6",86.0,"0,0",0.0,"1,8","12,6",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2021122317,"1020,5",85.0,"0,0",0.0,"1,7","12,6",8.0,8.0,,,,5.0,7.0,8.0,,,Ajaccio
2021122318,"1020,7",89.0,"0,0",57.0,"0,9","12,1",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122319,"1020,8",93.0,"0,4",56.0,"1,7","11,6",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122320,"1020,8",95.0,"0,8",60.0,"1,8","11,3",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2021122321,"1020,8",96.0,"0,4",44.0,"2,3","11,2",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122322,"1020,5",96.0,"0,0",0.0,"2,4","11,1",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122323,"1020,5",95.0,"0,2",19.0,"2,2","11,2",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122400,"1020,0",96.0,"0,0",14.0,"2,1","11,2",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122401,"1019,7",95.0,"0,0",12.0,"2,9","11,3",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2021122402,"1019,5",96.0,"0,4",31.0,"2,6","11,4",8.0,8.0,,,,1.0,5.0,8.0,,,Ajaccio
2021122403,"1019,2",96.0,"0,0",6.0,"2,1","11,6",8.0,8.0,,,,6.0,7.0,8.0,,,Ajaccio
2021122404,"1018,8",96.0,"0,6",54.0,"2,1","11,6",8.0,8.0,,,,3.0,4.0,8.0,,,Ajaccio
2021122405,"1018,6",97.0,"0,0",32.0,"1,2","11,5",8.0,8.0,,,,1.0,5.0,8.0,,,Ajaccio
2021122406,"1018,4",96.0,"0,0",0.0,"2,9","11,6",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2021122407,"1018,2",96.0,"0,0",0.0,"2,4","11,5",8.0,8.0,,,,2.0,5.0,8.0,,,Ajaccio
2021122408,"1018,2",93.0,"0,0",0.0,"1,3","12,0",8.0,8.0,,,,6.0,8.0,,,,Ajaccio
2021122409,"1018,1",92.0,"0,0",0.0,"1,5","12,5",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122410,"1017,8",91.0,"0,0",3.0,"1,9","13,0",8.0,8.0,,,,7.0,7.0,8.0,,,Ajaccio
2021122411,"1017,4",92.0,"0,0",17.0,"1,6","13,0",8.0,8.0,,,,6.0,6.0,8.0,,,Ajaccio
2021122412,"1016,7",95.0,"0,0",60.0,"1,8","13,0",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122413,"1015,9",93.0,"0,0",12.0,"1,4","13,5",8.0,8.0,,,,3.0,5.0,6.0,,,Ajaccio
2021122414,"1015,3",94.0,"0,0",46.0,"1,5","13,3",8.0,8.0,,,,5.0,6.0,8.0,,,Ajaccio
2021122415,"1015,0",95.0,"0,0",55.0,"2,1","13,0",8.0,8.0,,,,5.0,8.0,,,,Ajaccio
2021122416,"1014,5",94.0,"0,0",60.0,"2,0","12,8",8.0,8.0,,,,6.0,6.0,8.0,,,Ajaccio
2021122417,"1014,0",94.0,"0,0",52.0,"1,8","12,6",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122418,"1013,7",93.0,"0,0",0.0,"2,2","12,6",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2021122419,"1013,3",93.0,"0,0",0.0,"1,7","12,6",8.0,8.0,,,,5.0,8.0,,,,Ajaccio
2021122420,"1012,8",94.0,"0,0",0.0,"2,9","12,4",8.0,8.0,,,,1.0,8.0,,,,Ajaccio
2021122421,"1012,6",93.0,"0,0",0.0,"2,3","12,3",8.0,7.0,,,,7.0,8.0,,,,Ajaccio
2021122422,"1011,8",94.0,"0,0",0.0,"1,9","12,3",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122423,"1011,5",93.0,"0,0",0.0,"2,5","12,4",8.0,8.0,,,,5.0,8.0,,,,Ajaccio
2021122500,"1010,9",94.0,"0,0",6.0,"1,3","12,3",8.0,8.0,,,,3.0,7.0,7.0,,,Ajaccio
2021122501,"1010,5",95.0,"0,0",22.0,"0,9","12,1",8.0,7.0,,,,3.0,6.0,7.0,,,Ajaccio
2021122502,"1010,5",95.0,"0,4",43.0,"2,0","11,9",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122503,"1009,6",95.0,"0,0",36.0,"1,7","12,2",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122504,"1009,3",92.0,"0,0",6.0,"2,1","12,3",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2021122505,"1009,3",95.0,"0,4",56.0,"1,9","12,0",8.0,8.0,,,,5.0,8.0,,,,Ajaccio
2021122506,"1009,4",93.0,"0,8",47.0,"1,7","12,2",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2021122507,"1009,1",94.0,"1,8",60.0,"1,4","12,1",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122508,"1008,8",95.0,"2,4",60.0,"2,0","12,1",8.0,7.0,,,,7.0,8.0,,,,Ajaccio
2021122509,"1009,1",96.0,"0,6",57.0,"2,6","12,3",8.0,8.0,,,,5.0,5.0,8.0,,,Ajaccio
2021122510,"1008,8",95.0,"0,0",0.0,"2,1","13,0",8.0,8.0,,,,4.0,8.0,,,,Ajaccio
2021122511,"1008,0",91.0,"0,0",0.0,"2,1","13,6",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122512,"1007,5",89.0,"0,0",0.0,"1,7","14,0",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122513,"1006,8",88.0,"0,0",0.0,"3,1","14,7",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122514,"1006,6",91.0,"0,0",0.0,"4,5","15,4",8.0,8.0,,,,2.0,8.0,,,,Ajaccio
2021122515,"1006,6",91.0,"0,0",0.0,"2,9","15,0",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122516,"1006,9",92.0,"0,0",13.0,"1,9","14,6",8.0,8.0,,,,5.0,7.0,8.0,,,Ajaccio
2021122517,"1007,0",94.0,"0,0",59.0,"2,5","14,3",8.0,8.0,,,,3.0,4.0,6.0,,,Ajaccio
2021122518,"1007,2",95.0,"0,0",13.0,"3,1","14,5",8.0,8.0,,,,1.0,5.0,8.0,,,Ajaccio
2021122519,"1007,6",94.0,"0,0",0.0,"3,5","14,5",8.0,8.0,,,,1.0,3.0,6.0,,,Ajaccio
2021122520,"1007,6",93.0,"0,0",0.0,"2,5","14,3",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2021122521,"1007,9",93.0,"0,0",0.0,"3,2","14,3",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2021122522,"1008,1",91.0,"0,0",0.0,"1,8","13,1",7.0,7.0,,,,5.0,6.0,7.0,,,Ajaccio
2021122523,"1008,0",91.0,"0,0",1.0,"1,8","12,9",8.0,6.0,,,,3.0,5.0,6.0,,,Ajaccio
2021122600,"1007,6",90.0,"0,0",0.0,"2,4","12,9",8.0,8.0,,,,1.0,3.0,8.0,,,Ajaccio
2021122601,"1007,4",91.0,"0,0",1.0,"1,7","12,9",8.0,8.0,,,,5.0,6.0,8.0,,,Ajaccio
2021122602,"1007,6",91.0,"0,0",0.0,"2,0","13,0",8.0,5.0,,,,4.0,5.0,5.0,,,Ajaccio
2021122603,"1007,2",94.0,"0,0",1.0,"4,5","14,1",8.0,8.0,,,,6.0,7.0,8.0,,,Ajaccio
2021122604,"1006,9",94.0,"0,0",60.0,"2,6","14,1",8.0,8.0,,,,5.0,7.0,8.0,,,Ajaccio
2021122605,"1006,6",95.0,"0,4",60.0,"5,6","14,2",8.0,7.0,,,,6.0,7.0,7.0,,,Ajaccio
2021122606,"1006,6",94.0,"0,0",10.0,"2,3","13,7",8.0,7.0,,,,7.0,7.0,8.0,,,Ajaccio
2021122607,"1006,9",95.0,"0,0",0.0,"3,2","14,2",8.0,8.0,,,,6.0,7.0,8.0,,,Ajaccio
2021122608,"1007,1",94.0,"0,0",0.0,"6,7","14,5",7.0,7.0,,,,5.0,6.0,7.0,,,Ajaccio
2021122609,"1007,5",93.0,"0,0",0.0,"3,3","14,7",8.0,4.0,,,,3.0,4.0,8.0,,,Ajaccio
2021122610,"1007,4",92.0,"0,2",17.0,"4,1","14,5",8.0,6.0,,,,3.0,5.0,6.0,,,Ajaccio
2021122611,"1007,0",87.0,"0,0",0.0,"1,9","15,7",8.0,6.0,,,,2.0,5.0,5.0,,,Ajaccio
2021122612,"1006,7",87.0,"0,0",0.0,"3,2","14,9",8.0,8.0,,,,5.0,7.0,8.0,,,Ajaccio
2021122613,"1006,7",83.0,"0,0",0.0,"3,0","15,3",6.0,3.0,,,,1.0,3.0,6.0,,,Ajaccio
2021122614,"1006,8",80.0,"0,0",0.0,"2,0","15,1",7.0,7.0,,,,1.0,4.0,7.0,,,Ajaccio
2021122615,"1006,9",78.0,"0,0",0.0,"2,9","14,7",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122616,"1007,3",82.0,"0,0",0.0,"1,4","14,0",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122617,"1007,7",87.0,"0,0",0.0,"1,3","12,8",7.0,7.0,,,,7.0,7.0,,,,Ajaccio
2021122618,"1008,3",93.0,"0,0",0.0,"1,9","11,2",,0.0,,,,,,,,,Ajaccio
2021122619,"1008,6",93.0,"0,0",0.0,"3,3","9,9",,0.0,,,,,,,,,Ajaccio
2021122620,"1008,8",95.0,"0,0",0.0,"2,8","9,1",,0.0,,,,,,,,,Ajaccio
2021122621,"1009,1",95.0,"0,0",0.0,"2,9","8,6",,0.0,,,,,,,,,Ajaccio
2021122622,"1009,3",94.0,"0,0",0.0,"3,5","7,9",,0.0,,,,,,,,,Ajaccio
2021122623,"1009,7",92.0,"0,0",0.0,"3,4","7,8",,0.0,,,,,,,,,Ajaccio
2021122700,"1009,2",94.0,"0,0",0.0,"3,6","7,9",7.0,7.0,,,,7.0,,,,,Ajaccio
2021122701,"1008,8",94.0,"0,0",0.0,"4,1","8,3",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2021122702,"1008,9",92.0,"0,0",0.0,"3,2","8,7",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2021122703,"1008,9",91.0,"0,0",0.0,"2,6","9,2",7.0,7.0,,,,2.0,7.0,,,,Ajaccio
2021122704,"1008,5",91.0,"0,0",0.0,"2,2","9,3",6.0,3.0,,,,3.0,6.0,,,,Ajaccio
2021122705,"1008,7",91.0,"0,0",0.0,"2,8","9,5",8.0,6.0,,,,6.0,8.0,,,,Ajaccio
2021122706,"1008,8",92.0,"0,0",0.0,"3,1","9,2",7.0,1.0,,,,1.0,5.0,7.0,,,Ajaccio
2021122707,"1009,4",92.0,"0,0",0.0,"1,4","8,9",8.0,6.0,,,,6.0,8.0,,,,Ajaccio
2021122708,"1009,2",94.0,"0,0",0.0,"2,8","9,4",8.0,6.0,,,,2.0,6.0,7.0,,,Ajaccio
2021122709,"1008,9",89.0,"0,0",0.0,"3,3","10,8",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2021122710,"1008,9",88.0,"0,0",0.0,"2,2","11,7",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2021122711,"1008,4",85.0,"0,0",0.0,"0,8","12,6",8.0,8.0,,,,5.0,7.0,8.0,,,Ajaccio
2021122712,"1008,0",92.0,"2,0",35.0,"1,8","12,4",8.0,7.0,,,,6.0,7.0,8.0,,,Ajaccio
2021122713,"1006,5",93.0,"1,4",60.0,"3,0","12,3",8.0,6.0,,,,2.0,6.0,6.0,,,Ajaccio
2021122714,"1005,5",93.0,"2,2",60.0,"1,5","12,2",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2021122715,"1005,0",95.0,"4,1",60.0,"2,9","11,9",8.0,8.0,,,,7.0,7.0,8.0,,,Ajaccio
2021122716,"1004,7",96.0,"7,3",60.0,"3,3","11,7",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122717,"1004,7",95.0,"2,4",24.0,"1,6","11,4",8.0,1.0,,,,1.0,8.0,,,,Ajaccio
2021122718,"1005,6",97.0,"0,0",1.0,"1,0","11,8",8.0,8.0,,,,3.0,7.0,8.0,,,Ajaccio
2021122719,"1005,7",96.0,"0,0",4.0,"2,4","11,8",8.0,8.0,,,,1.0,8.0,,,,Ajaccio
2021122720,"1006,7",97.0,"0,0",0.0,"1,5","11,9",8.0,8.0,,,,5.0,6.0,7.0,,,Ajaccio
2021122721,"1008,1",93.0,"0,0",0.0,"3,3","12,7",6.0,4.0,,,,3.0,4.0,6.0,,,Ajaccio
2021122722,"1008,9",87.0,"0,0",0.0,"2,5","12,6",8.0,8.0,,,,1.0,5.0,8.0,,,Ajaccio
2021122723,"1009,5",86.0,"0,0",0.0,"1,8","12,8",7.0,6.0,,,,6.0,7.0,,,,Ajaccio
2021122800,"1009,8",90.0,"0,0",0.0,"1,1","11,9",8.0,8.0,,,,2.0,3.0,7.0,,,Ajaccio
2021122801,"1009,8",93.0,"0,0",0.0,"1,6","11,7",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2021122802,"1009,7",93.0,"0,0",0.0,"2,4","11,1",,2.0,,,,2.0,,,,,Ajaccio
2021122803,"1009,7",95.0,"0,0",0.0,"2,3","10,3",8.0,8.0,,,,8.0,,,,,Ajaccio
2021122804,"1010,1",92.0,"0,0",0.0,"3,1","9,9",,5.0,,,,5.0,,,,,Ajaccio
