DATE,PSTAT,U,RR1,DRR1,FF,T,N,NBAS,CL,CM,CH,N1,N2,N3,N4,UV_INDICE,name_station
2016010200,"1020,1",80.0,"0,0",0.0,"1,6","12,9",8.0,8.0,,,,8.0,,,,,Ajaccio
2016010201,"1019,5",88.0,"0,0",26.0,"2,1","12,3",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2016010202,"1019,1",86.0,"0,0",0.0,"2,4","12,4",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2016010203,"1018,6",91.0,"0,4",27.0,"0,6","12,1",8.0,8.0,,,,3.0,5.0,7.0,,,Ajaccio
2016010204,"1017,8",96.0,"0,8",42.0,"2,6","11,9",8.0,5.0,,,,5.0,5.0,8.0,,,Ajaccio
2016010205,"1017,3",95.0,"0,6",0.0,"2,0","12,1",8.0,6.0,5.0,2.0,,2.0,5.0,5.0,8.0,,Ajaccio
2016010206,"1017,1",94.0,"0,2",60.0,"2,4","12,1",8.0,8.0,5.0,2.0,,2.0,5.0,5.0,7.0,,Ajaccio
2016010207,"1016,7",95.0,"0,2",60.0,"2,1","12,3",8.0,8.0,5.0,2.0,,2.0,5.0,5.0,7.0,,Ajaccio
2016010208,"1016,8",95.0,"1,2",29.0,"1,5","12,4",8.0,7.0,5.0,2.0,,2.0,5.0,5.0,7.0,,Ajaccio
2016010209,"1016,4",95.0,"0,0",60.0,"1,6","13,4",8.0,7.0,5.0,2.0,,2.0,5.0,5.0,7.0,,Ajaccio
2016010210,"1015,8",94.0,"1,2",60.0,"6,3","15,3",8.0,8.0,5.0,,,2.0,5.0,5.0,7.0,,Ajaccio
2016010211,"1015,3",95.0,"1,0",60.0,"6,4","15,6",8.0,8.0,7.0,,,2.0,5.0,5.0,7.0,,Ajaccio
2016010212,"1014,5",92.0,"0,8",60.0,"6,8","15,5",8.0,8.0,7.0,,,2.0,5.0,5.0,7.0,,Ajaccio
2016010213,"1013,9",93.0,"1,4",60.0,"6,3","15,5",8.0,8.0,7.0,,,2.0,5.0,5.0,7.0,,Ajaccio
2016010214,"1013,5",93.0,"0,6",60.0,"7,0","15,6",8.0,8.0,,,,5.0,7.0,8.0,,,Ajaccio
2016010215,"1012,8",92.0,"0,3",60.0,"6,1","15,6",8.0,8.0,7.0,,,2.0,5.0,5.0,7.0,,Ajaccio
2016010216,"1012,0",94.0,"1,0",60.0,"8,2","15,6",8.0,8.0,7.0,,,2.0,5.0,5.0,7.0,,Ajaccio
2016010217,"1012,1",93.0,"1,2",60.0,"4,0","15,5",8.0,8.0,7.0,,,2.0,5.0,5.0,7.0,,Ajaccio
2016010218,"1012,6",90.0,"0,0",3.0,"6,6","15,1",8.0,8.0,,,,7.0,7.0,8.0,,,Ajaccio
2016010219,"1012,6",83.0,"0,0",0.0,"4,5","14,7",8.0,5.0,,,,1.0,5.0,7.0,,,Ajaccio
2016010220,"1012,0",84.0,"0,0",0.0,"4,2","14,2",7.0,4.0,,,,4.0,6.0,7.0,,,Ajaccio
2016010221,"1012,0",85.0,"0,0",0.0,"3,0","13,9",7.0,7.0,,,,5.0,7.0,7.0,,,Ajaccio
2016010222,"1012,3",71.0,"0,0",0.0,"5,4","13,4",,2.0,,,,1.0,5.0,,,,Ajaccio
2016010223,"1012,7",70.0,"0,0",0.0,"0,6","13,0",7.0,7.0,,,,7.0,7.0,,,,Ajaccio
2016010300,"1012,3",71.0,"0,0",0.0,"2,7","13,2",7.0,7.0,,,,6.0,7.0,7.0,,,Ajaccio
2016010301,"1011,7",68.0,"0,0",0.0,"3,7","12,7",6.0,6.0,,,,5.0,5.0,6.0,,,Ajaccio
2016010302,"1011,3",64.0,"0,0",0.0,"2,5","12,9",7.0,5.0,,,,3.0,5.0,7.0,,,Ajaccio
2016010303,"1011,3",64.0,"0,0",0.0,"4,3","12,7",7.0,6.0,,,,5.0,6.0,7.0,,,Ajaccio
2016010304,"1011,3",64.0,"0,0",0.0,"4,9","12,8",8.0,6.0,,,,4.0,5.0,6.0,,,Ajaccio
2016010305,"1011,4",65.0,"0,0",0.0,"4,8","12,8",4.0,4.0,2.0,0.0,0.0,1.0,3.0,,,,Ajaccio
2016010306,"1011,5",65.0,"0,0",0.0,"3,7","12,6",5.0,5.0,2.0,0.0,0.0,3.0,3.0,,,,Ajaccio
2016010307,"1011,1",67.0,"0,0",4.0,"3,6","12,6",7.0,7.0,8.0,,,3.0,5.0,,,,Ajaccio
2016010308,"1011,2",66.0,"0,0",28.0,"3,1","12,6",7.0,7.0,8.0,,,3.0,5.0,,,,Ajaccio
2016010309,"1011,7",60.0,"0,0",0.0,"3,6","13,8",5.0,5.0,8.0,0.0,0.0,3.0,3.0,,,,Ajaccio
2016010310,"1012,2",57.0,"0,0",0.0,"6,0","14,0",5.0,5.0,8.0,0.0,0.0,3.0,3.0,,,,Ajaccio
2016010311,"1011,3",55.0,"0,0",0.0,"5,1","14,1",5.0,5.0,8.0,4.0,2.0,3.0,3.0,1.0,1.0,,Ajaccio
2016010312,"1010,5",51.0,"0,0",0.0,"1,8","15,1",4.0,3.0,8.0,4.0,2.0,1.0,3.0,1.0,1.0,,Ajaccio
2016010313,"1010,0",51.0,"0,0",0.0,"3,8","15,1",4.0,3.0,8.0,4.0,2.0,1.0,3.0,1.0,1.0,,Ajaccio
2016010314,"1009,6",58.0,"0,0",0.0,"2,5","13,9",6.0,4.0,8.0,0.0,2.0,2.0,3.0,,4.0,,Ajaccio
2016010315,"1009,1",58.0,"0,0",0.0,"0,8","13,9",6.0,5.0,8.0,0.0,2.0,3.0,3.0,,4.0,,Ajaccio
2016010316,"1009,0",61.0,"0,0",0.0,"0,0","12,8",7.0,5.0,8.0,0.0,2.0,3.0,5.0,,4.0,,Ajaccio
2016010317,"1008,6",73.0,"0,0",0.0,"1,6","11,6",7.0,7.0,8.0,,,3.0,7.0,,,,Ajaccio
2016010318,"1008,5",72.0,"0,0",0.0,"1,8","11,2",7.0,5.0,,,,4.0,5.0,7.0,,,Ajaccio
2016010319,"1008,5",72.0,"0,0",0.0,"2,8","10,7",,3.0,,,,2.0,3.0,,,,Ajaccio
2016010320,"1007,6",78.0,"0,0",0.0,"2,5","9,7",8.0,2.0,,,,2.0,8.0,,,,Ajaccio
2016010321,"1006,8",76.0,"0,0",0.0,"2,4","9,9",8.0,5.0,,,,1.0,5.0,8.0,,,Ajaccio
2016010322,"1005,7",75.0,"0,0",0.0,"3,2","10,1",8.0,2.0,,,,2.0,6.0,7.0,,,Ajaccio
2016010323,"1005,4",75.0,"0,0",0.0,"0,7","10,4",8.0,8.0,,,,5.0,6.0,8.0,,,Ajaccio
2016010400,"1004,7",80.0,"0,0",34.0,"1,3","10,3",8.0,8.0,,,,6.0,7.0,8.0,,,Ajaccio
2016010401,"1004,3",92.0,"0,8",60.0,"1,7","9,5",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2016010402,"1003,7",95.0,"1,4",60.0,"1,8","9,5",8.0,8.0,,,,2.0,4.0,8.0,,,Ajaccio
2016010403,"1002,4",96.0,"1,6",60.0,"2,3","9,6",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2016010404,"1001,4",97.0,"2,9",60.0,"2,0","10,0",8.0,8.0,,,,1.0,6.0,8.0,,,Ajaccio
2016010405,"1000,3",96.0,"3,2",2.0,"2,0","9,9",8.0,8.0,8.0,,,3.0,7.0,,,,Ajaccio
2016010406,"1000,5",97.0,"2,2",60.0,"1,3","10,4",8.0,8.0,8.0,,,1.0,5.0,7.0,,,Ajaccio
2016010407,"999,9",96.0,"0,4",59.0,"3,4","11,1",8.0,8.0,8.0,,,1.0,5.0,7.0,,,Ajaccio
2016010408,"1001,1",96.0,"0,0",29.0,"0,5","11,4",8.0,8.0,8.0,,,1.0,5.0,7.0,,,Ajaccio
2016010409,"1001,4",95.0,"0,0",5.0,"0,9","11,9",8.0,8.0,8.0,,,1.0,5.0,7.0,,,Ajaccio
2016010410,"1002,1",93.0,"0,0",0.0,"1,6","12,7",8.0,8.0,8.0,,,1.0,5.0,7.0,,,Ajaccio
2016010411,"1001,8",93.0,"0,2",52.0,"0,7","13,0",8.0,8.0,8.0,,,1.0,5.0,7.0,,,Ajaccio
2016010412,"1001,1",86.0,"0,0",27.0,"2,3","13,6",8.0,8.0,8.0,,,1.0,5.0,7.0,,,Ajaccio
2016010413,"1000,7",80.0,"0,0",28.0,"2,2","14,4",8.0,8.0,8.0,,,3.0,5.0,7.0,,,Ajaccio
2016010414,"1000,3",78.0,"0,0",0.0,"1,9","14,5",8.0,8.0,8.0,,,3.0,3.0,7.0,,,Ajaccio
2016010415,"1000,5",76.0,"0,0",0.0,"2,4","14,3",8.0,8.0,8.0,,,3.0,3.0,7.0,,,Ajaccio
2016010416,"1000,7",74.0,"0,0",0.0,"0,0","13,7",8.0,5.0,8.0,7.0,,3.0,3.0,3.0,7.0,,Ajaccio
2016010417,"1000,2",82.0,"0,0",0.0,"1,7","12,6",8.0,5.0,8.0,7.0,,3.0,3.0,3.0,7.0,,Ajaccio
2016010418,"999,8",89.0,"0,0",0.0,"1,7","11,9",8.0,1.0,,,,1.0,8.0,,,,Ajaccio
2016010419,"1000,5",92.0,"0,0",0.0,"1,7","11,5",8.0,1.0,,,,1.0,6.0,8.0,,,Ajaccio
2016010420,"1000,4",92.0,"0,0",23.0,"1,3","11,3",8.0,1.0,,,,1.0,3.0,8.0,,,Ajaccio
2016010421,"1000,1",94.0,"0,2",17.0,"1,4","10,9",8.0,8.0,,,,5.0,6.0,8.0,,,Ajaccio
2016010422,"1000,1",94.0,"0,0",20.0,"1,6","10,7",8.0,6.0,,,,6.0,7.0,8.0,,,Ajaccio
2016010423,"1000,0",95.0,"0,2",47.0,"0,0","10,5",8.0,8.0,,,,2.0,8.0,,,,Ajaccio
2016010500,"999,3",95.0,"0,0",21.0,"0,0","10,2",8.0,8.0,,,,6.0,8.0,,,,Ajaccio
2016010501,"998,6",96.0,"0,0",0.0,"2,1","10,0",8.0,5.0,,,,4.0,5.0,6.0,,,Ajaccio
2016010502,"998,4",97.0,"0,0",0.0,"1,5","9,9",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2016010503,"997,7",96.0,"0,0",0.0,"2,3","10,0",8.0,8.0,,,,8.0,,,,,Ajaccio
2016010504,"997,2",94.0,"0,0",0.0,"0,9","10,1",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2016010505,"997,5",95.0,"0,4",0.0,"1,2","10,1",8.0,8.0,8.0,,,1.0,3.0,7.0,,,Ajaccio
2016010506,"998,5",95.0,"0,4",60.0,"0,6","10,2",8.0,8.0,8.0,,,2.0,3.0,7.0,,,Ajaccio
2016010507,"999,2",94.0,"0,0",24.0,"1,3","10,2",8.0,8.0,8.0,,,1.0,2.0,7.0,,,Ajaccio
2016010508,"1000,3",95.0,"0,2",7.0,"1,4","10,5",8.0,7.0,8.0,,,1.0,2.0,7.0,,,Ajaccio
2016010509,"1000,5",93.0,"0,0",7.0,"0,9","11,2",7.0,6.0,8.0,7.0,,1.0,5.0,6.0,,,Ajaccio
2016010510,"1000,7",81.0,"0,0",0.0,"0,7","13,8",6.0,2.0,8.0,7.0,2.0,1.0,2.0,1.0,6.0,,Ajaccio
2016010511,"1000,4",74.0,"0,0",0.0,"1,7","15,2",5.0,2.0,8.0,7.0,2.0,1.0,2.0,1.0,5.0,,Ajaccio
2016010512,"1000,2",78.0,"0,0",0.0,"2,6","14,2",7.0,6.0,8.0,0.0,2.0,,1.0,6.0,5.0,,Ajaccio
2016010513,"1000,0",76.0,"0,0",9.0,"1,9","15,0",6.0,4.0,8.0,0.0,2.0,,1.0,4.0,5.0,,Ajaccio
2016010514,"999,6",74.0,"0,0",0.0,"1,3","14,5",7.0,2.0,8.0,7.0,2.0,1.0,2.0,5.0,6.0,,Ajaccio
2016010515,"1000,1",77.0,"0,0",0.0,"1,0","14,1",7.0,2.0,8.0,7.0,2.0,1.0,2.0,4.0,6.0,,Ajaccio
2016010516,"1000,2",81.0,"0,0",0.0,"0,0","13,3",7.0,2.0,8.0,7.0,2.0,1.0,2.0,4.0,6.0,,Ajaccio
2016010517,"1001,0",88.0,"0,0",0.0,"0,8","11,8",7.0,3.0,8.0,7.0,2.0,2.0,3.0,4.0,6.0,,Ajaccio
2016010518,"1001,2",91.0,"0,0",0.0,"1,4","11,2",7.0,7.0,,,,4.0,7.0,7.0,,,Ajaccio
2016010519,"1001,6",91.0,"0,0",0.0,"1,6","10,3",6.0,3.0,,,,2.0,3.0,6.0,,,Ajaccio
2016010520,"1001,7",94.0,"0,0",0.0,"1,7","9,3",,0.0,,,,,,,,,Ajaccio
2016010521,"1001,5",93.0,"0,0",0.0,"2,3","8,3",7.0,3.0,,,,3.0,7.0,,,,Ajaccio
2016010522,"1001,1",93.0,"0,0",0.0,"2,6","8,8",7.0,7.0,,,,6.0,7.0,,,,Ajaccio
2016010523,"1000,9",93.0,"0,4",16.0,"2,4","9,0",8.0,7.0,,,,6.0,7.0,7.0,,,Ajaccio
2016010600,"1000,5",93.0,"0,2",21.0,"2,2","9,0",8.0,8.0,,,,5.0,7.0,8.0,,,Ajaccio
2016010601,"1000,1",91.0,"0,2",58.0,"0,6","9,2",8.0,3.0,,,,2.0,3.0,5.0,,,Ajaccio
2016010602,"1000,9",92.0,"2,2",45.0,"3,8","9,2",8.0,8.0,,,,2.0,4.0,5.0,,,Ajaccio
2016010603,"1000,8",93.0,"0,4",30.0,"1,3","9,1",8.0,7.0,,,,2.0,5.0,7.0,,,Ajaccio
2016010604,"1000,5",94.0,"0,2",53.0,"1,5","8,9",8.0,7.0,,,,3.0,5.0,6.0,,,Ajaccio
2016010605,"1001,4",89.0,"3,1",15.0,"1,5","7,8",8.0,8.0,8.0,,,2.0,4.0,7.0,,,Ajaccio
2016010606,"1001,3",90.0,"1,0",59.0,"0,9","7,8",7.0,7.0,8.0,,,1.0,3.0,7.0,,,Ajaccio
2016010607,"1001,4",88.0,"0,0",10.0,"3,6","7,4",7.0,6.0,8.0,5.0,,4.0,3.0,4.0,6.0,,Ajaccio
2016010608,"1002,3",90.0,"0,2",30.0,"1,3","7,5",7.0,7.0,8.0,,,5.0,,4.0,,,Ajaccio
2016010609,"1002,9",90.0,"0,0",0.0,"1,3","9,8",6.0,6.0,8.0,0.0,0.0,4.0,1.0,3.0,,,Ajaccio
2016010610,"1003,1",69.0,"0,0",0.0,"1,5","12,5",5.0,5.0,8.0,0.0,0.0,4.0,1.0,2.0,,,Ajaccio
2016010611,"1002,8",63.0,"0,0",0.0,"5,4","13,3",5.0,5.0,2.0,0.0,0.0,4.0,2.0,,,,Ajaccio
2016010612,"1002,4",69.0,"0,4",39.0,"4,9","12,4",6.0,6.0,2.0,0.0,0.0,4.0,3.0,,,,Ajaccio
2016010613,"1002,1",73.0,"0,0",30.0,"7,7","13,0",7.0,7.0,9.0,,,5.0,1.0,3.0,,,Ajaccio
2016010614,"1002,8",68.0,"0,0",13.0,"7,5","12,5",7.0,7.0,9.0,,,5.0,1.0,3.0,,,Ajaccio
2016010615,"1002,8",68.0,"0,0",15.0,"3,3","12,5",7.0,7.0,9.0,,,5.0,1.0,3.0,5.0,,Ajaccio
2016010616,"1002,2",85.0,"1,6",44.0,"2,2","9,8",7.0,6.0,9.0,6.0,,5.0,1.0,3.0,4.0,,Ajaccio
2016010617,"1002,0",77.0,"0,2",35.0,"5,4","11,6",6.0,6.0,9.0,0.0,0.0,4.0,1.0,2.0,4.0,,Ajaccio
2016010618,"1002,3",73.0,"0,0",5.0,"4,9","12,2",8.0,5.0,,,,5.0,5.0,7.0,,,Ajaccio
2016010619,"1002,9",69.0,"0,0",0.0,"5,7","12,6",8.0,7.0,,,,6.0,7.0,7.0,,,Ajaccio
2016010620,"1003,7",70.0,"0,2",2.0,"3,7","12,2",8.0,6.0,,,,3.0,6.0,7.0,,,Ajaccio
2016010621,"1003,6",70.0,"0,4",15.0,"6,8","12,4",8.0,8.0,,,,4.0,6.0,6.0,,,Ajaccio
2016010622,"1004,0",70.0,"0,6",7.0,"7,2","11,9",7.0,5.0,,,,4.0,5.0,6.0,,,Ajaccio
2016010623,"1004,1",73.0,"3,1",45.0,"7,5","12,6",7.0,6.0,,,,5.0,6.0,7.0,,,Ajaccio
2016010700,"1004,5",71.0,"0,0",0.0,"5,1","12,7",,4.0,,,,3.0,4.0,,,,Ajaccio
2016010701,"1004,6",70.0,"0,0",0.0,"4,0","12,6",7.0,3.0,,,,3.0,4.0,7.0,,,Ajaccio
2016010702,"1004,5",70.0,"0,0",0.0,"3,6","12,5",7.0,5.0,,,,4.0,5.0,7.0,,,Ajaccio
2016010703,"1005,1",86.0,"0,0",0.0,"0,0","9,4",7.0,5.0,,,,4.0,5.0,5.0,,,Ajaccio
2016010704,"1005,3",91.0,"0,0",0.0,"1,3","8,3",,4.0,,,,1.0,3.0,,,,Ajaccio
2016010705,"1005,8",94.0,"0,0",0.0,"1,5","8,1",6.0,6.0,5.0,0.0,0.0,2.0,6.0,,,,Ajaccio
2016010706,"1005,7",93.0,"0,0",0.0,"1,9","8,6",6.0,6.0,5.0,0.0,0.0,2.0,6.0,,,,Ajaccio
2016010707,"1006,0",91.0,"0,8",0.0,"1,9","9,2",6.0,6.0,5.0,0.0,0.0,2.0,6.0,,,,Ajaccio
2016010708,"1006,4",93.0,"0,0",0.0,"1,3","9,6",6.0,4.0,5.0,7.0,0.0,2.0,4.0,4.0,,,Ajaccio
2016010709,"1006,4",91.0,"0,0",0.0,"2,2","10,7",7.0,6.0,5.0,7.0,0.0,5.0,4.0,4.0,,,Ajaccio
2016010710,"1006,8",85.0,"0,0",0.0,"1,2","12,3",7.0,6.0,5.0,7.0,0.0,5.0,4.0,4.0,,,Ajaccio
2016010711,"1006,6",76.0,"0,0",11.0,"0,6","13,5",7.0,6.0,8.0,7.0,0.0,5.0,4.0,4.0,,,Ajaccio
2016010712,"1006,2",85.0,"0,2",60.0,"0,9","13,2",7.0,6.0,8.0,7.0,0.0,5.0,4.0,4.0,,,Ajaccio
2016010713,"1006,0",88.0,"0,6",41.0,"2,3","12,6",7.0,6.0,8.0,7.0,0.0,5.0,4.0,4.0,,,Ajaccio
2016010714,"1005,6",86.0,"0,0",28.0,"1,8","12,8",7.0,7.0,8.0,,,2.0,3.0,5.0,,,Ajaccio
2016010715,"1005,8",82.0,"0,0",0.0,"2,4","12,7",7.0,7.0,8.0,,,2.0,3.0,5.0,,,Ajaccio
2016010716,"1006,5",86.0,"0,0",23.0,"2,4","12,1",7.0,7.0,8.0,,,2.0,3.0,5.0,,,Ajaccio
2016010717,"1006,8",87.0,"0,0",60.0,"2,6","11,7",7.0,7.0,8.0,,,2.0,7.0,,,,Ajaccio
2016010718,"1007,1",88.0,"0,0",0.0,"2,7","11,6",8.0,8.0,,,,8.0,,,,,Ajaccio
2016010719,"1007,6",89.0,"0,0",0.0,"2,6","11,7",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2016010720,"1007,7",91.0,"0,0",0.0,"1,8","11,6",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2016010721,"1008,1",92.0,"0,0",0.0,"2,3","11,3",7.0,5.0,,,,5.0,7.0,,,,Ajaccio
2016010722,"1008,0",94.0,"0,0",0.0,"2,4","11,1",6.0,6.0,,,,3.0,6.0,,,,Ajaccio
2016010723,"1008,2",95.0,"0,0",0.0,"1,9","10,3",8.0,8.0,,,,8.0,,,,,Ajaccio
2016010800,"1008,0",94.0,"0,0",0.0,"1,7","10,9",8.0,8.0,,,,8.0,,,,,Ajaccio
2016010801,"1007,6",90.0,"0,0",0.0,"2,8","11,8",,5.0,,,,5.0,,,,,Ajaccio
2016010802,"1007,6",92.0,"0,0",0.0,"2,0","10,8",,0.0,,,,,,,,,Ajaccio
2016010803,"1007,5",93.0,"0,0",0.0,"3,2","9,8",,2.0,,,,1.0,,,,,Ajaccio
2016010804,"1007,8",95.0,"0,0",0.0,"2,9","9,7",,0.0,,,,,,,,,Ajaccio
2016010805,"1008,2",93.0,"0,0",0.0,"4,0","9,2",3.0,1.0,5.0,0.0,1.0,2.0,,,3.0,,Ajaccio
2016010806,"1008,7",91.0,"0,0",0.0,"3,1","9,3",3.0,1.0,5.0,0.0,1.0,2.0,,,3.0,,Ajaccio
2016010807,"1008,6",92.0,"0,0",0.0,"3,8","9,0",4.0,2.0,5.0,0.0,1.0,2.0,,,4.0,,Ajaccio
2016010808,"1008,6",89.0,"0,0",0.0,"2,7","10,4",5.0,2.0,5.0,3.0,1.0,2.0,4.0,,4.0,,Ajaccio
2016010809,"1009,1",83.0,"0,0",0.0,"1,3","13,2",5.0,2.0,5.0,3.0,1.0,2.0,4.0,,5.0,,Ajaccio
2016010810,"1010,0",79.0,"0,0",0.0,"0,8","16,0",5.0,3.0,5.0,3.0,1.0,3.0,3.0,4.0,5.0,,Ajaccio
2016010811,"1009,5",79.0,"0,0",0.0,"0,8","17,0",5.0,4.0,5.0,4.0,1.0,2.0,3.0,3.0,3.0,,Ajaccio
2016010812,"1009,1",77.0,"0,0",0.0,"1,7","16,8",5.0,5.0,8.0,4.0,0.0,2.0,3.0,2.0,3.0,,Ajaccio
2016010813,"1008,7",77.0,"0,0",0.0,"1,5","18,1",5.0,5.0,8.0,4.0,0.0,2.0,3.0,2.0,3.0,,Ajaccio
2016010814,"1009,0",84.0,"0,0",0.0,"2,2","16,9",5.0,5.0,8.0,4.0,0.0,2.0,3.0,2.0,3.0,,Ajaccio
2016010815,"1009,6",87.0,"0,0",0.0,"3,1","16,2",6.0,6.0,5.0,4.0,0.0,3.0,3.0,3.0,3.0,,Ajaccio
2016010816,"1009,5",86.0,"0,0",0.0,"0,5","16,3",6.0,6.0,5.0,4.0,0.0,3.0,3.0,3.0,3.0,,Ajaccio
2016010817,"1009,2",86.0,"0,0",0.0,"1,0","15,4",8.0,8.0,,,,4.0,7.0,8.0,,,Ajaccio
2016010818,"1009,4",91.0,"0,0",0.0,"1,4","14,6",8.0,4.0,,,,4.0,8.0,,,,Ajaccio
2016010819,"1009,6",89.0,"0,0",0.0,"2,2","13,9",8.0,8.0,,,,8.0,,,,,Ajaccio
2016010820,"1009,6",90.0,"0,0",0.0,"0,6","13,7",8.0,8.0,,,,8.0,,,,,Ajaccio
2016010821,"1009,7",92.0,"0,0",0.0,"0,0","12,9",8.0,8.0,,,,8.0,,,,,Ajaccio
2016010822,"1009,7",94.0,"0,0",0.0,"2,5","12,6",8.0,8.0,,,,8.0,,,,,Ajaccio
2016010823,"1010,0",91.0,"0,0",0.0,"1,7","12,3",8.0,5.0,,,,5.0,8.0,,,,Ajaccio
2016010900,"1009,7",94.0,"0,0",0.0,"2,5","12,4",8.0,8.0,,,,2.0,3.0,7.0,,,Ajaccio
2016010901,"1009,4",92.0,"0,0",0.0,"1,7","12,8",8.0,8.0,,,,7.0,7.0,8.0,,,Ajaccio
2016010902,"1009,0",91.0,"0,0",0.0,"2,3","13,2",8.0,8.0,,,,7.0,7.0,8.0,,,Ajaccio
2016010903,"1008,5",91.0,"0,0",0.0,"1,8","13,2",8.0,8.0,,,,4.0,5.0,8.0,,,Ajaccio
2016010904,"1008,3",92.0,"0,0",0.0,"2,1","12,9",8.0,8.0,,,,6.0,8.0,,,,Ajaccio
2016010905,"1008,4",93.0,"0,0",0.0,"1,2","12,5",7.0,6.0,5.0,0.0,1.0,1.0,5.0,5.0,3.0,,Ajaccio
2016010906,"1008,5",93.0,"0,0",45.0,"2,2","12,5",7.0,6.0,5.0,0.0,1.0,1.0,5.0,5.0,3.0,,Ajaccio
2016010907,"1008,4",94.0,"0,0",48.0,"1,6","12,4",7.0,6.0,5.0,0.0,1.0,2.0,4.0,5.0,3.0,,Ajaccio
2016010908,"1008,6",92.0,"0,0",0.0,"1,7","12,9",7.0,6.0,5.0,0.0,1.0,2.0,4.0,5.0,3.0,,Ajaccio
2016010909,"1008,7",90.0,"0,0",0.0,"2,1","13,9",7.0,6.0,5.0,0.0,5.0,2.0,4.0,5.0,4.0,,Ajaccio
2016010910,"1009,0",84.0,"0,0",0.0,"1,3","16,0",7.0,7.0,5.0,,,2.0,4.0,5.0,7.0,,Ajaccio
2016010911,"1008,4",78.0,"0,0",0.0,"3,5","17,2",7.0,7.0,5.0,,,2.0,4.0,5.0,7.0,,Ajaccio
2016010912,"1007,6",83.0,"0,0",0.0,"4,7","17,1",7.0,7.0,5.0,,,2.0,4.0,5.0,7.0,,Ajaccio
2016010913,"1006,9",79.0,"0,0",0.0,"4,6","17,7",6.0,6.0,8.0,4.0,,2.0,6.0,3.0,3.0,,Ajaccio
2016010914,"1006,7",82.0,"0,0",0.0,"4,1","16,9",6.0,6.0,8.0,4.0,,2.0,6.0,3.0,3.0,,Ajaccio
2016010915,"1006,8",86.0,"0,0",0.0,"4,5","16,2",6.0,6.0,8.0,4.0,,2.0,6.0,3.0,3.0,,Ajaccio
2016010916,"1006,6",85.0,"0,0",0.0,"2,9","15,7",6.0,6.0,8.0,4.0,,2.0,6.0,3.0,3.0,,Ajaccio
2016010917,"1006,4",84.0,"0,0",0.0,"0,0","15,2",6.0,6.0,5.0,4.0,5.0,2.0,6.0,3.0,5.0,,Ajaccio
2016010918,"1006,5",88.0,"0,0",0.0,"2,2","15,5",8.0,8.0,,,,8.0,,,,,Ajaccio
2016010919,"1006,5",86.0,"0,0",0.0,"1,0","14,8",8.0,3.0,,,,3.0,6.0,8.0,,,Ajaccio
2016010920,"1006,4",93.0,"0,4",35.0,"3,4","15,6",8.0,8.0,,,,8.0,,,,,Ajaccio
2016010921,"1006,7",96.0,"1,8",60.0,"5,2","15,5",8.0,2.0,,,,2.0,8.0,,,,Ajaccio
2016010922,"1006,8",95.0,"0,2",9.0,"1,1","15,0",8.0,7.0,,,,6.0,6.0,7.0,,,Ajaccio
2016010923,"1006,8",95.0,"0,0",0.0,"2,3","14,5",8.0,8.0,,,,5.0,7.0,8.0,,,Ajaccio
2016011000,"1006,8",92.0,"0,0",0.0,"5,5","15,4",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2016011001,"1006,9",92.0,"0,0",0.0,"2,3","15,0",8.0,7.0,,,,6.0,7.0,7.0,,,Ajaccio
2016011002,"1007,0",91.0,"0,0",0.0,"2,9","15,2",8.0,8.0,,,,7.0,8.0,,,,Ajaccio
2016011003,"1006,8",93.0,"0,0",0.0,"1,3","14,5",8.0,8.0,,,,6.0,8.0,,,,Ajaccio
2016011004,"1006,6",92.0,"0,0",0.0,"1,5","13,8",8.0,8.0,,,,5.0,8.0,,,,Ajaccio
2016011005,"1007,2",92.0,"0,0",0.0,"1,4","13,7",8.0,8.0,8.0,,,3.0,7.0,7.0,,,Ajaccio
2016011006,"1007,8",90.0,"0,0",0.0,"1,6","13,7",8.0,8.0,8.0,,,3.0,7.0,7.0,,,Ajaccio
2016011007,"1007,3",90.0,"0,0",0.0,"2,2","13,6",8.0,8.0,8.0,,,3.0,5.0,7.0,,,Ajaccio
2016011008,"1008,0",91.0,"0,0",0.0,"1,2","14,3",8.0,8.0,8.0,,,3.0,5.0,7.0,,,Ajaccio
2016011009,"1009,4",86.0,"0,0",0.0,"4,2","16,3",4.0,4.0,8.0,0.0,0.0,2.0,3.0,1.0,,,Ajaccio
2016011010,"1010,1",76.0,"0,0",0.0,"2,6","16,5",4.0,4.0,8.0,0.0,0.0,2.0,3.0,3.0,,,Ajaccio
2016011011,"1009,7",72.0,"0,0",0.0,"2,4","17,5",5.0,5.0,2.0,7.0,0.0,1.0,5.0,1.0,,,Ajaccio
2016011012,"1009,2",73.0,"0,0",0.0,"3,8","18,0",4.0,4.0,2.0,7.0,0.0,1.0,3.0,1.0,,,Ajaccio
